iter	Logloss
246	0.3559687746
247	0.35565983
248	0.3555070615
249	0.3553934047
250	0.3551418219
251	0.354963822
252	0.3548516863
253	0.3546800706
254	0.3545943718
255	0.3544306548
256	0.3541606176
257	0.3540390095
258	0.3538675031
259	0.353558281
260	0.3534032847
261	0.3532268093
262	0.3530954961
263	0.3529434279
264	0.3527330002
265	0.352649883
266	0.3523580072
267	0.352180431
268	0.3518986284
269	0.3516333001
270	0.3513453058
271	0.3511159642
272	0.3509807764
273	0.35070242
274	0.3505323565
275	0.3503895747
276	0.3503077555
277	0.3501609882
278	0.349959954
279	0.3498453166
280	0.3496290177
281	0.3493933494
282	0.3492723032
283	0.3490955413
284	0.3488929163
285	0.3486541963
286	0.3484376034
287	0.3482706513
288	0.3480691874
289	0.3479454378
290	0.3476948567
291	0.3475718356
292	0.3473498239
293	0.3471961429
294	0.3470524288
295	0.3469136905
296	0.3467202731
297	0.3464961068
298	0.3463622074
299	0.3462718285
300	0.3461726882
301	0.3460590742
302	0.3458839235
303	0.3457013444
304	0.3454813476
305	0.3452587651
306	0.3452573426
307	0.3450588393
308	0.3449123195
309	0.3447736243
310	0.3445710682
311	0.3444329337
312	0.3442751126
313	0.3441430127
314	0.3438791582
315	0.3435667825
316	0.3433875432
317	0.3432853369
318	0.3431430723
319	0.3430012925
320	0.3429113338
321	0.3426477231
322	0.3424231353
323	0.342278878
324	0.3421858225
325	0.3420006201
326	0.3419039198
327	0.3417630117
328	0.3415511944
329	0.3413675832
330	0.341235809
331	0.3410674588
332	0.3408889672
333	0.3407509931
334	0.3406790207
335	0.34057809
336	0.3403964416
337	0.3402686222
338	0.3401589747
339	0.3400622601
340	0.3398137845
341	0.3395951548
342	0.3394752464
343	0.3392976763
344	0.3391732099
345	0.3390675814
346	0.3388792153
347	0.3387453487
348	0.3385427074
349	0.3383335201
350	0.3382088258
351	0.3379623041
352	0.3377168378
353	0.3374899931
354	0.3372731264
355	0.3371096473
356	0.3369628942
357	0.3368142604
358	0.3367199832
359	0.3366001623
360	0.3363931687
361	0.3362149253
362	0.3360612953
363	0.33586973
364	0.3356693609
365	0.3355285317
366	0.3354219003
367	0.3351691634
368	0.3349141311
369	0.3348147354
370	0.3346662768
371	0.3344157186
372	0.3342534214
373	0.3341945538
374	0.3340030377
375	0.3338330864
376	0.3336615306
377	0.3335428047
378	0.333397506
379	0.3332300071
380	0.3330267449
381	0.3328549252
382	0.3327216342
383	0.3324315027
384	0.3323368976
385	0.3322210816
386	0.3320182613
387	0.3318477435
388	0.3317468824
389	0.331599934
390	0.331479827
391	0.3313815989
392	0.3312557633
393	0.3310998998
394	0.3309463886
395	0.3307056906
396	0.3306090086
397	0.3304141138
398	0.3302291043
399	0.3301490599
400	0.3299276851
401	0.3298078426
402	0.3296961046
403	0.329603618
404	0.3294626091
405	0.32927937
406	0.329165888
407	0.3290485866
408	0.328823204
409	0.3286236022
410	0.3284733802
411	0.3282224034
412	0.3281189465
413	0.3279348928
414	0.3277054479
415	0.3275982198
416	0.3274199226
417	0.327307816
418	0.3271803866
419	0.32704492
420	0.326846158
421	0.3267219632
422	0.3265974483
423	0.326341328
424	0.3261847194
425	0.3259650328
426	0.3258558541
427	0.3257071765
428	0.3255335697
429	0.3253704904
430	0.3252310771
431	0.3250527722
432	0.3249533222
433	0.3248145535
434	0.3246745362
435	0.3244741758
436	0.324257645
437	0.3240562118
438	0.3238289822
439	0.3237317048
440	0.323584613
441	0.3233661622
442	0.3231779213
443	0.3229889849
444	0.3228554139
445	0.3226690187
446	0.3224969176
447	0.3222859544
448	0.322050413
449	0.3218720187
450	0.3217333181
451	0.3216373426
452	0.3215086624
453	0.3213649233
454	0.3212761573
455	0.3211773128
456	0.3209659301
457	0.3208523677
458	0.3207230545
459	0.3205909415
460	0.3204932055
461	0.3203176591
462	0.3201973385
463	0.3199962929
464	0.3199077256
465	0.3197051117
466	0.3195593557
467	0.3193852752
468	0.3191804852
469	0.3190411509
470	0.3188498117
471	0.3186840838
472	0.3186073315
473	0.3184944592
474	0.3183289554
475	0.3181695564
476	0.3180231598
477	0.3178591231
478	0.3177616084
479	0.3175614785
480	0.3173329481
481	0.3171310564
482	0.3170313823
483	0.3168312473
484	0.3167316509
485	0.3166021457
486	0.316476037
487	0.316301755
488	0.3161053597
489	0.3158999046
490	0.3157642507
491	0.315605627
492	0.3154299739
493	0.3152995473
494	0.3151752733
495	0.3150312955
496	0.3149020129
497	0.3147510536
498	0.3145761991
499	0.3143653896
500	0.3142092543
501	0.3140318543
502	0.3138862274
503	0.3137309265
504	0.3135697291
505	0.3134238142
506	0.313337399
507	0.3131398064
508	0.3130042339
509	0.3128452049
510	0.3126692999
511	0.3125495061
512	0.3123829038
513	0.3122513602
514	0.312106522
515	0.3119387701
516	0.3117343162
517	0.3115762271
518	0.3114170138
519	0.3112402543
520	0.3110325326
521	0.3108839511
522	0.3107513085
523	0.3105524869
524	0.3103993214
525	0.3102878145
526	0.3101824295
527	0.3099953547
528	0.3098743147
529	0.3096631675
530	0.3094975318
531	0.3093321237
532	0.3091914694
533	0.3089870332
534	0.3088777928
535	0.308729781
536	0.3086552273
537	0.3084554437
538	0.3083442232
539	0.3081509641
540	0.3079878917
541	0.3078326847
542	0.3077198035
543	0.3075531849
544	0.3074539763
545	0.3072530565
546	0.3071971185
547	0.3070499264
548	0.3069395239
549	0.3068203234
550	0.3066439651
551	0.3065088046
552	0.3064038783
553	0.3062048996
554	0.3061189155
555	0.3059894701
556	0.3058462028
557	0.305754216
558	0.3056435731
559	0.3054806551
560	0.3053403376
561	0.3051791216
562	0.3050434749
563	0.3049674613
564	0.3047758347
565	0.3046387213
566	0.3044576769
567	0.3043201714
568	0.3041490807
569	0.3039614216
570	0.3038570153
571	0.3037333846
572	0.3036215345
573	0.3034500238
574	0.3033285288
575	0.3032272948
576	0.3030724276
577	0.3028859541
578	0.3027147189
579	0.3025884771
580	0.3024324405
581	0.3023185422
582	0.3021305775
583	0.3019717823
584	0.3017907729
585	0.3016389868
586	0.3015131198
587	0.3013606163
588	0.301294416
589	0.301134322
590	0.3009946106
591	0.3009411524
592	0.3007914256
593	0.3006783901
594	0.3005361269
595	0.3003610159
596	0.3002664417
597	0.3001811716
598	0.3000188842
599	0.2998654976
600	0.2997385744
601	0.2995788926
602	0.2994416699
603	0.2993393018
604	0.2991657229
605	0.2989887084
606	0.2988495782
607	0.2987417425
608	0.2985957855
609	0.2984964591
610	0.2983604833
611	0.2982284529
612	0.2980500595
613	0.2978761245
614	0.2977817885
615	0.297629914
616	0.2974768092
617	0.2973304365
618	0.2972302747
619	0.2971730552
620	0.2970406816
621	0.2968749322
622	0.2967388182
623	0.2966452415
624	0.296553058
625	0.2964394961
626	0.2963059567
627	0.2961332357
628	0.2960113341
629	0.295855962
630	0.2957423786
631	0.2956079192
632	0.295479218
633	0.2953452803
634	0.2951719826
635	0.2950944246
636	0.2949204847
637	0.2947968298
638	0.2946714815
639	0.2945481666
640	0.2944289299
641	0.2943114865
642	0.2941451749
643	0.2940363699
644	0.2939214229
645	0.293760515
646	0.293647306
647	0.293461626
648	0.293333749
649	0.2932046142
650	0.2931270254
651	0.2930023866
652	0.2928763255
653	0.2927279842
654	0.2926099745
655	0.2924827987
656	0.2923568153
657	0.2922315083
658	0.2921659574
659	0.2920086095
660	0.2918984135
661	0.2917951263
662	0.291666826
663	0.2915084275
664	0.2913789818
665	0.291315905
666	0.2911891542
667	0.2911211544
668	0.2909637913
669	0.2908522036
670	0.2907561765
671	0.2906488654
672	0.2905084233
673	0.2903795004
674	0.2902498729
675	0.2901184674
676	0.2899915891
677	0.2898534743
678	0.2897286885
679	0.2895853895
680	0.2894446048
681	0.2893355513
682	0.2891958789
683	0.2891242961
684	0.2890700457
685	0.2889233577
686	0.2887993703
687	0.2886764828
688	0.288525269
689	0.2884598791
690	0.2883429004
691	0.2882042365
692	0.2880979525
693	0.2879865939
694	0.2878574292
695	0.2877507349
696	0.2876761738
697	0.2875229057
698	0.2873826885
699	0.2872902888
700	0.2871737671
701	0.2870545492
702	0.2869346603
703	0.286811101
704	0.2866229906
705	0.2865532868
706	0.286441151
707	0.2863274002
708	0.2862213087
709	0.2860718213
710	0.2859702276
711	0.2859073067
712	0.2857464318
713	0.2856329507
714	0.2854996128
715	0.2854397904
716	0.2853080833
717	0.2852286787
718	0.2850816523
719	0.284906706
720	0.2848071696
721	0.2847109261
722	0.284579296
723	0.2844560058
724	0.2843322843
725	0.2842051441
726	0.2840836959
727	0.2839705808
728	0.2838322246
729	0.2837316002
730	0.2836061266
731	0.2835133101
732	0.2834302229
733	0.2833255565
734	0.2832515622
735	0.2831519684
736	0.2830555216
737	0.282960776
738	0.2828573029
739	0.2827321
740	0.2826309581
741	0.2824864136
742	0.2823806304
743	0.2822862346
744	0.2821827308
745	0.2820109457
746	0.2819374656
747	0.2818535057
748	0.2817906479
749	0.2816845043
750	0.2815760667
751	0.2814727012
752	0.2813300546
753	0.2812394253
754	0.2811141892
755	0.2810197033
756	0.2808600719
757	0.2807705486
758	0.2807266528
759	0.2806134636
760	0.2804501644
761	0.2803619134
762	0.2802015587
763	0.2800813321
764	0.2799750896
765	0.2798943658
766	0.2797789433
767	0.2797060061
768	0.279609837
769	0.2794947097
770	0.2793871275
771	0.2793042043
772	0.2791871274
773	0.2790625103
774	0.2789619705
775	0.2788409267
776	0.2787467742
777	0.2786508341
778	0.2785276243
779	0.2784085939
780	0.2782897423
781	0.2781894773
782	0.278076506
783	0.2779488505
784	0.2778089727
785	0.2776737284
786	0.277608418
787	0.2774884461
788	0.2773202001
789	0.2772079065
790	0.2771022836
791	0.2770069254
792	0.276909695
793	0.2768258785
794	0.2767181398
795	0.2766381951
796	0.2765636256
797	0.2765094963
798	0.2764272245
799	0.2763461363
800	0.2762518696
801	0.2760861377
802	0.2759734897
803	0.2758924027
804	0.2757975821
805	0.2757471683
806	0.2756701365
807	0.2755622573
808	0.2754295944
809	0.2753450204
810	0.2751974262
811	0.2750998228
812	0.2749779536
813	0.2748428327
814	0.2747363189
815	0.2746377814
816	0.2745802129
817	0.2744813256
818	0.2743695657
819	0.2742553792
820	0.2741496071
821	0.2740468859
822	0.2739576537
823	0.2738396434
824	0.2737863929
825	0.2736871678
826	0.2736235257
827	0.2735141759
828	0.2733311462
829	0.2731991033
830	0.2730992721
831	0.2729672913
832	0.2728467168
833	0.2727285145
834	0.2726719152
835	0.2725780329
836	0.272473916
837	0.2723744928
838	0.272289253
839	0.272213033
840	0.2721232767
841	0.2719883335
842	0.2719221202
843	0.2718782658
844	0.2717917002
845	0.2717060452
846	0.2716103482
847	0.2714786736
848	0.2714129703
849	0.2713180859
850	0.2712192368
851	0.2711303888
852	0.271038762
853	0.2709830123
854	0.2708317386
855	0.2706828281
856	0.2705790338
857	0.2704991301
858	0.270408308
859	0.2702684834
860	0.2701804144
861	0.270052421
862	0.2699377162
863	0.269884624
864	0.2697796028
865	0.2696414503
866	0.2695642597
867	0.2694599261
868	0.2692915633
869	0.2692004743
870	0.2691006989
871	0.2690124189
872	0.2688893457
873	0.2688263959
874	0.2686973304
875	0.2686164209
876	0.268463826
877	0.2683815124
878	0.2683114952
879	0.2682136345
880	0.2681447681
881	0.2680418951
882	0.267917014
883	0.2678409143
884	0.2677464629
885	0.2676668552
886	0.2675066663
887	0.2674208354
888	0.267284576
889	0.2671935915
890	0.2670646038
891	0.2669884394
892	0.2669239241
893	0.2667741354
894	0.2666954619
895	0.2666351287
896	0.2665335542
897	0.2664500655
898	0.2663418967
899	0.2662334057
900	0.266113608
901	0.2660269546
902	0.2659860844
903	0.2659197235
904	0.2658018659
905	0.2656820662
906	0.2655577313
907	0.2654879211
908	0.2653910052
909	0.2653355348
910	0.2652335348
911	0.2651333053
912	0.2650314715
913	0.264922555
914	0.2648201529
915	0.2647365805
916	0.2646688896
917	0.2645344423
918	0.2644625147
919	0.2643543917
920	0.2642749166
921	0.2642288718
922	0.2641304203
923	0.2640542432
924	0.2639506749
925	0.2638540829
926	0.2637314839
927	0.2636275355
928	0.2635029025
929	0.2634146131
930	0.2633302013
931	0.2631880014
932	0.2631105231
933	0.2630036578
934	0.2629319897
935	0.2628538743
936	0.2627370368
937	0.2626057519
938	0.2625413647
939	0.2624815879
940	0.262379961
941	0.2622773206
942	0.2621796769
943	0.2620870075
944	0.2620173414
945	0.2619266485
946	0.2618504611
947	0.2617365792
948	0.2616467797
949	0.2615171375
950	0.2614288173
951	0.2613822526
952	0.2612946329
953	0.2611902682
954	0.2610746492
955	0.2609520115
956	0.2608613674
957	0.2607309051
958	0.2606459142
959	0.2605500094
960	0.2604642485
961	0.2603708762
962	0.2602548991
963	0.2602089952
964	0.2601367902
965	0.2600209532
966	0.2599171729
967	0.2598423884
968	0.2597434271
969	0.2596401323
970	0.2595462378
971	0.259446183
972	0.259339702
973	0.2592678253
974	0.2591454895
975	0.2591017447
976	0.2590231797
977	0.25890847
978	0.2587934515
979	0.2586738959
980	0.2585991384
981	0.2585418911
982	0.2584797076
983	0.2583460898
984	0.2582572311
985	0.2581393544
986	0.2580378394
987	0.2579651127
988	0.257866106
989	0.2577108919
990	0.2576338496
991	0.2575418404
992	0.2574925646
993	0.2573960936
994	0.2573110562
995	0.2572023425
996	0.2571699263
997	0.2570780741
998	0.2569996645
999	0.2569288921
